0.0	-0.8938921894	0.39069555370000003	0.01	-0.8955797106000001	0.3993865411	0.01	-0.8879204033000001	0.38865334030000004	0.01	-0.8892646334000001	0.3850301735	0.0	-0.902172302	0.3967601044	0.01	-0.8880784469	0.39240122350000006	0.01	-0.8781006622	0.38649914220000003	0.01	-0.8903225107000001	0.3943678034	0.01	-0.882677635	0.3856418109	0.01	-0.8925812969000001	0.38833840610000003	
0.01	-0.892306252	0.3889912299	0.02	-0.8935166266	0.39726864320000005	0.02	-0.8853364908	0.3862196294	0.02	-0.8860943926	0.3821643997	0.01	-0.8921846035000001	0.3921503974	0.02	-0.8852506655	0.38981061810000006	0.02	-0.8746109686000001	0.38331990060000004	0.02	-0.8873888602	0.39180541020000004	0.02	-0.8793060730000001	0.38275768800000004	0.02	-0.8889516900000001	0.3849926547	
0.02	-0.8900746958	0.38692198580000003	0.03	-0.8909983104000001	0.3950511916	0.03	-0.8821264026	0.3834951881	0.03	-0.8823652420000001	0.3789220134	0.02	-0.8895980337	0.38972825800000005	0.03	-0.8818294026000001	0.38665429160000003	0.03	-0.8709513735000001	0.3799597891	0.03	-0.883990667	0.38856097200000006	0.03	-0.8757094052	0.37952406070000005	0.03	-0.8851660371	0.3813621068	
0.03	-0.8872478639000001	0.38453884860000004	0.04	-0.8883328560000001	0.3924236501	0.04	-0.8785450274000001	0.3802223283	0.04	-0.8784435899	0.37547144590000003	0.03	-0.8863375380000001	0.3869936888	0.04	-0.8782714401	0.3834062575	0.04	-0.8669508145	0.3764202729	0.04	-0.8803314369000002	0.3851653809	0.04	-0.8717330146000001	0.37598541430000004	0.04	-0.8810804367	0.37770044340000003	
0.04	-0.8843531284999999	0.3817026215	0.05	-0.8853630603	0.3896921727	0.05	-0.8746341108	0.3767986064	0.05	-0.8744003557	0.3719333148	0.04	-0.8827018096	0.3837552939	0.05	-0.8741922282000001	0.3801105308	0.05	-0.8624070728	0.37234128710000003	0.05	-0.8761715719000001	0.3814575404	0.05	-0.8674019796	0.37222430050000005	0.05	-0.8767119257	0.37371012400000003	
0.05	-0.8807021037	0.37865869100000005	0.06	-0.8818934726000001	0.3866177376	0.06	-0.8707002894000001	0.37310266290000005	0.06	-0.8699343656	0.36795040710000004	0.05	-0.8787692636	0.38029566670000003	0.06	-0.8699244714000001	0.3762424285	0.06	-0.857712974	0.3681000004	0.06	-0.871878971	0.37739725030000004	0.06	-0.8625724369000001	0.36825479930000005	0.06	-0.8719381255	0.3691231823	
0.06	-0.8769460708000001	0.3752613152	0.07	-0.8781917738000001	0.3831619706	0.07	-0.8662715278	0.36908113600000003	0.07	-0.8650461242	0.36344956570000003	0.06	-0.874821908	0.37668437140000005	0.07	-0.8651151455999999	0.37194170560000006	0.07	-0.8525592275	0.36352371940000006	0.07	-0.8671009503000001	0.37321982010000004	0.07	-0.8574604194000002	0.3637561829	0.07	-0.8669575526	0.3648547807	
0.07	-0.8729022349	0.37158794650000004	0.08	-0.8739754235	0.37952616390000005	0.08	-0.8614400323	0.36462010860000005	0.08	-0.8599560016000001	0.35881816130000005	0.07	-0.8702709351	0.3726593254	0.08	-0.8600755744000002	0.3675274955	0.08	-0.8472212446	0.3588109973	0.08	-0.8618780020000001	0.36868703280000004	0.08	-0.8522282165	0.3589574284	0.08	-0.8612970392	0.360081943	
0.08	-0.8685797445000001	0.36769540580000004	0.09	-0.8697420320000001	0.3754158333	0.09	-0.8565337105999999	0.36029187020000003	0.09	-0.8543853352999999	0.35359505620000004	0.08	-0.865550646	0.3681310051	0.09	-0.8547113738000001	0.36299841650000003	0.09	-0.8416460689999999	0.3536693084	0.09	-0.8562595878	0.3637156507	0.09	-0.8463822505	0.3539538956	0.09	-0.8557424449000002	0.3550962615	
0.09	-0.8640630552999999	0.36353966560000006	0.1	-0.8651161971000001	0.3713580349	0.1	-0.8512773916	0.3556229541	0.1	-0.8485155524	0.34845284190000003	0.09	-0.8604961573000001	0.3638324267	0.1	-0.8489835830000001	0.35779530670000004	0.1	-0.8354315385	0.3480241616	0.1	-0.8502323262000001	0.35836576810000004	0.1	-0.8401854034	0.34848129590000004	0.1	-0.8496636433000001	0.3494496387	
0.1	-0.8588689201999999	0.3592025795	0.11000000000000001	-0.8601797770999999	0.366815785	0.11000000000000001	-0.8454915065	0.350395053	0.11000000000000001	-0.8420179495	0.3426462377	0.1	-0.8549291444	0.3588010703	0.11000000000000001	-0.8428879468	0.3523110505	0.11000000000000001	-0.8292591955000002	0.34240291250000005	0.11000000000000001	-0.8438790694	0.35288300260000005	0.11000000000000001	-0.8340624829	0.34286483510000004	0.11000000000000001	-0.8428679073	0.3433628039	
0.11000000000000001	-0.8537125237000001	0.354506309	0.12	-0.8550422815	0.361999558	0.12	-0.8392609667	0.34499776930000003	0.12	-0.8355694392	0.3368202094	0.11000000000000001	-0.8486723335000002	0.3533436067	0.12	-0.8364483707	0.346663693	0.12	-0.8223015498000001	0.3363712118	0.12	-0.8371804126000001	0.3467819514	0.12	-0.8273897142	0.33703552470000003	0.12	-0.8360098253000001	0.33730075870000004	
0.12	-0.8479964779	0.3494750514	0.13	-0.8494255415	0.3568401511	0.13	-0.832657031	0.3393403481	0.13	-0.8286270838	0.3304694979	0.12	-0.8425757347	0.3478990639	0.13	-0.8296420587000001	0.3404165257	0.13	-0.8149249373	0.32979739100000005	0.13	-0.8300895128000001	0.34089946120000003	0.13	-0.8205550851000001	0.3308455175	0.13	-0.8291321298000001	0.33099506060000006	
0.13	-0.8420739813000001	0.3440914103	0.13999999999999999	-0.8433583928999999	0.3512406161	0.13999999999999999	-0.8258512699000001	0.3329627082	0.13999999999999999	-0.8214351378	0.324273338	0.13	-0.8359840357	0.3421890422	0.13999999999999999	-0.8225401949000001	0.3339871508	0.13999999999999999	-0.8076187279000001	0.3232575876	0.13999999999999999	-0.8229857450000001	0.334587954	0.13999999999999999	-0.8132795290000001	0.3243068685	0.13999999999999999	-0.8212318239	0.32388299410000004	
0.13999999999999999	-0.8357122551	0.33855742580000003	0.15000000000000002	-0.8370285190000001	0.3455047664	0.15000000000000002	-0.8186125154999999	0.32669135740000005	0.15000000000000002	-0.8138469297	0.3175866102	0.13999999999999999	-0.8288973390000001	0.3360974732	0.15000000000000002	-0.8151253393	0.32747913930000006	0.15000000000000002	-0.7994003951	0.31607464290000004	0.15000000000000002	-0.8151258347000001	0.3273720848	0.15000000000000002	-0.8051306433000001	0.3174545211	0.15000000000000002	-0.8135211246000001	0.31716964670000003	
0.15000000000000002	-0.8287717907	0.332427935	0.16000000000000003	-0.8301123899	0.3393630333	0.16000000000000003	-0.8112317849	0.320347634	0.16000000000000003	-0.8063554525000001	0.31080142110000003	0.15000000000000002	-0.8216934260000001	0.3298653185	0.16000000000000003	-0.8074399404	0.32053063260000003	0.16000000000000003	-0.7910343374000001	0.30880213440000004	0.16000000000000003	-0.8073694298	0.32054756310000004	0.16000000000000003	-0.7966525186000001	0.31022404620000005	0.16000000000000003	-0.8052928259000001	0.30985024170000003	
0.16000000000000003	-0.8217566686	0.3260462752	0.17	-0.8227100263000001	0.33287300670000003	0.17	-0.8031851159000001	0.3131650649	0.17	-0.7980575391000001	0.3034303789	0.16000000000000003	-0.8140786713000001	0.32309058460000006	0.17	-0.7990695821	0.3131825518	0.17	-0.7823336552	0.30142024840000003	0.17	-0.7988082257000001	0.31351396610000004	0.17	-0.7881405581	0.3028090855	0.17	-0.7963001888000001	0.30217598710000004	
0.17	-0.8139157379	0.31946238250000003	0.18000000000000002	-0.8153125217	0.32644761380000004	0.18000000000000002	-0.7951803038	0.30605934310000005	0.18000000000000002	-0.7886831733	0.2953458704	0.17	-0.8063811802	0.3164404807	0.18000000000000002	-0.7904579036000001	0.30582170780000006	0.18000000000000002	-0.7735786027	0.29377771030000005	0.18000000000000002	-0.7900968666	0.30603296430000004	0.18000000000000002	-0.7793039336	0.2955140804	0.18000000000000002	-0.7874279242000001	0.2945797663	
