0.00000000	-0.68569092	0.21850117	0.00000000	-0.68129528	0.21544464	0.01000000	-0.68427556	0.21242455	0.00000000	-0.68164086	0.20758442	0.00000000	-0.68005928	0.21253342	0.00000000	-0.68005928	0.21253342	0.00000000	-0.68005928	0.21253342	0.00000000	-0.68005928	0.21253342	0.00000000	-0.68005928	0.21253342	0.00000000	-0.68005928	0.21253342
0.01000000	-0.68565987	0.21852003	0.01000000	-0.68130453	0.21546406	0.02000000	-0.68409117	0.21224548	0.01000000	-0.68164099	0.20759109	0.01000000	-0.68007647	0.21254827	0.01000000	-0.68007647	0.21254827	0.01000000	-0.68007647	0.21254827	0.01000000	-0.68007647	0.21254827	0.01000000	-0.68007647	0.21254827	0.01000000	-0.68007647	0.21254827
0.02000000	-0.68557513	0.21850071	0.02000000	-0.68130637	0.21546949	0.03000000	-0.68417567	0.21212511	0.02000000	-0.68163420	0.20759448	0.02000000	-0.68007543	0.21254411	0.02000000	-0.68007543	0.21254411	0.02000000	-0.68007543	0.21254411	0.02000000	-0.68007543	0.21254411	0.02000000	-0.68007543	0.21254411	0.02000000	-0.68007543	0.21254411
0.03000000	-0.68485691	0.21819517	0.03000000	-0.68130481	0.21547292	0.04000000	-0.68233286	0.21116992	0.03000000	-0.68164123	0.20759431	0.03000000	-0.68006443	0.21253533	0.03000000	-0.68006443	0.21253533	0.03000000	-0.68006443	0.21253533	0.03000000	-0.68006443	0.21253533	0.03000000	-0.68006443	0.21253533	0.03000000	-0.68006443	0.21253533
0.04000000	-0.68373676	0.21738603	0.04000000	-0.68133296	0.21551614	0.05000000	-0.67999393	0.20972161	0.04000000	-0.68166114	0.20760764	0.04000000	-0.67999477	0.21240659	0.04000000	-0.67999477	0.21240659	0.04000000	-0.67999477	0.21240659	0.04000000	-0.67999477	0.21240659	0.04000000	-0.67999477	0.21240659	0.04000000	-0.67999477	0.21240659
0.05000000	-0.68224327	0.21636907	0.05000000	-0.68128227	0.21546229	0.06000000	-0.67822494	0.20837751	0.05000000	-0.68167087	0.20760935	0.05000000	-0.67985407	0.21207137	0.05000000	-0.67985407	0.21207137	0.05000000	-0.67985407	0.21207137	0.05000000	-0.67985407	0.21207137	0.05000000	-0.67985407	0.21207137	0.05000000	-0.67985407	0.21207137
0.06000000	-0.68047948	0.21491521	0.06000000	-0.68128478	0.21546464	0.07000000	-0.67561015	0.20648050	0.06000000	-0.68163084	0.20758841	0.06000000	-0.68015243	0.21212545	0.06000000	-0.68015243	0.21212545	0.06000000	-0.68015243	0.21212545	0.06000000	-0.68015243	0.21212545	0.06000000	-0.68015243	0.21212545	0.06000000	-0.68015243	0.21212545
0.07000000	-0.67843521	0.21335498	0.07000000	-0.68122384	0.21533693	0.08000000	-0.67271540	0.20405686	0.07000000	-0.68153555	0.20753343	0.07000000	-0.67972685	0.21196113	0.07000000	-0.67972685	0.21196113	0.07000000	-0.67972685	0.21196113	0.07000000	-0.67972685	0.21196113	0.07000000	-0.67972685	0.21196113	0.07000000	-0.67972685	0.21196113
0.08000000	-0.67596204	0.21140366	0.08000000	-0.68099474	0.21486916	0.09000000	-0.66956008	0.20171881	0.08000000	-0.68103527	0.20740804	0.08000000	-0.67733825	0.21103863	0.08000000	-0.67733825	0.21103863	0.08000000	-0.67733825	0.21103863	0.08000000	-0.67733825	0.21103863	0.08000000	-0.67733825	0.21103863	0.08000000	-0.67733825	0.21103863
0.09000000	-0.67328111	0.20932356	0.09000000	-0.68045905	0.21448522	0.10000000	-0.66609802	0.19921333	0.09000000	-0.67978336	0.20658509	0.09000000	-0.67488732	0.20914217	0.09000000	-0.67488732	0.20914217	0.09000000	-0.67488732	0.20914217	0.09000000	-0.67488732	0.20914217	0.09000000	-0.67488732	0.20914217	0.09000000	-0.67488732	0.20914217
0.10000000	-0.67010848	0.20684375	0.10000000	-0.68005153	0.21421161	0.11000000	-0.66234960	0.19653012	0.10000000	-0.67815152	0.20537890	0.10000000	-0.67268344	0.20733691	0.10000000	-0.67268344	0.20733691	0.10000000	-0.67268344	0.20733691	0.10000000	-0.67268344	0.20733691	0.10000000	-0.67268344	0.20733691	0.10000000	-0.67268344	0.20733691
0.11000000	-0.66662849	0.20440071	0.11000000	-0.68034230	0.21496079	0.12000000	-0.65815990	0.19345545	0.11000000	-0.67660463	0.20404400	0.11000000	-0.66967745	0.20502508	0.11000000	-0.66967745	0.20502508	0.11000000	-0.66967745	0.20502508	0.11000000	-0.66967745	0.20502508	0.11000000	-0.66967745	0.20502508	0.11000000	-0.66967745	0.20502508
0.12000000	-0.66280158	0.20150661	0.12000000	-0.67893619	0.21464970	0.13000000	-0.65380995	0.19027018	0.12000000	-0.67447974	0.20248978	0.12000000	-0.66607167	0.20256739	0.12000000	-0.66607167	0.20256739	0.12000000	-0.66607167	0.20256739	0.12000000	-0.66607167	0.20256739	0.12000000	-0.66607167	0.20256739	0.12000000	-0.66607167	0.20256739
0.13000000	-0.65886868	0.19867608	0.13000000	-0.67649055	0.21239416	0.14000000	-0.64906616	0.18694354	0.13000000	-0.67191148	0.20047764	0.13000000	-0.66230661	0.20007702	0.13000000	-0.66230661	0.20007702	0.13000000	-0.66230661	0.20007702	0.13000000	-0.66230661	0.20007702	0.13000000	-0.66230661	0.20007702	0.13000000	-0.66230661	0.20007702
0.14000000	-0.65435199	0.19535667	0.14000000	-0.67417383	0.21003564	0.15000000	-0.64404818	0.18333642	0.14000000	-0.66881246	0.19797089	0.14000000	-0.65802297	0.19711941	0.14000000	-0.65802297	0.19711941	0.14000000	-0.65802297	0.19711941	0.14000000	-0.65802297	0.19711941	0.14000000	-0.65802297	0.19711941	0.14000000	-0.65802297	0.19711941
0.15000000	-0.64945109	0.19183817	0.15000000	-0.67091018	0.20774658	0.16000000	-0.63850275	0.17959551	0.15000000	-0.66565545	0.19560323	0.15000000	-0.65362059	0.19367473	0.15000000	-0.65362059	0.19367473	0.15000000	-0.65362059	0.19367473	0.15000000	-0.65362059	0.19367473	0.15000000	-0.65362059	0.19367473	0.15000000	-0.65362059	0.19367473
0.16000000	-0.64440514	0.18822839	0.16000000	-0.66689108	0.20469414	0.17000000	-0.63296323	0.17577121	0.16000000	-0.66226940	0.19307148	0.16000000	-0.64929103	0.19051399	0.16000000	-0.64929103	0.19051399	0.16000000	-0.64929103	0.19051399	0.16000000	-0.64929103	0.19051399	0.16000000	-0.64929103	0.19051399	0.16000000	-0.64929103	0.19051399
0.17000000	-0.63916458	0.18448325	0.17000000	-0.66329243	0.20192502	0.18000000	-0.62699964	0.17134790	0.17000000	-0.65858255	0.19041136	0.17000000	-0.64452036	0.18704779	0.17000000	-0.64452036	0.18704779	0.17000000	-0.64452036	0.18704779	0.17000000	-0.64452036	0.18704779	0.17000000	-0.64452036	0.18704779	0.17000000	-0.64452036	0.18704779
0.18000000	-0.63348227	0.18055303	0.18000000	-0.65937633	0.19921659	0.19000000	-0.62026808	0.16720667	0.18000000	-0.65428472	0.18730497	0.18000000	-0.63932415	0.18328314	0.18000000	-0.63932415	0.18328314	0.18000000	-0.63932415	0.18328314	0.18000000	-0.63932415	0.18328314	0.18000000	-0.63932415	0.18328314	0.18000000	-0.63932415	0.18328314
0.19000000	-0.62738951	0.17617689	0.19000000	-0.65478758	0.19597285	0.20000000	-0.61364040	0.16267110	0.19000000	-0.64987664	0.18406844	0.19000000	-0.63372144	0.17963562	0.19000000	-0.63372144	0.17963562	0.19000000	-0.63372144	0.17963562	0.19000000	-0.63372144	0.17963562	0.19000000	-0.63372144	0.17963562	0.19000000	-0.63372144	0.17963562
0.20000000	-0.62116234	0.17210668	0.20000000	-0.65004867	0.19247326	0.21000000	-0.60647116	0.15792102	0.20000000	-0.64539195	0.18094142	0.20000000	-0.62783440	0.17532375	0.20000000	-0.62783440	0.17532375	0.20000000	-0.62783440	0.17532375	0.20000000	-0.62783440	0.17532375	0.20000000	-0.62783440	0.17532375	0.20000000	-0.62783440	0.17532375
